loop_id,v0,v1,length_mm,local_median_mm,ratio_to_local_median,max_adjacent_normal_jump_deg,first_new_face_index
2010,396814,396823,0.9414671190829751,0.5669875505128128,1.6604722947293353,4.87724482502435,873784
2011,397075,397083,0.7393190897763722,0.47590122843030264,1.5535137242972006,8.176995374660768,873788
2011,397083,397085,0.7906743201249681,0.47590122843030264,1.6614252556836278,8.176995374660768,873788
2011,397076,397083,0.8159762296998286,0.47590122843030264,1.7145915600832098,8.176995374660768,873788
2013,397678,397688,0.12766552700686082,0.6018713214173066,0.21211432155669055,51.86356004014544,873792
2018,397944,397956,0.8179516847779886,0.4993596760896364,1.6380010720592588,20.07916795886763,873794
2018,397946,397956,0.8249244714894095,0.4993596760896364,1.651964527751202,20.07916795886763,873794
2018,397942,397956,0.9229964967058538,0.4993596760896364,1.8483600917351075,20.07916795886763,873794
2021,398584,398590,0.8584436675260936,0.5155090327147019,1.6652349678636607,8.806513079080318,873798
2021,398581,398587,0.869265952559078,0.5155090327147019,1.686228363412898,8.806513079080318,873798
2021,398584,398587,1.096340287066474,0.5155090327147019,2.12671401952567,8.806513079080318,873798
2024,398946,398957,0.9116854197798152,0.5604403593067644,1.626730489052435,1.12828904827129,873802
2024,398946,398965,0.9246173093832399,0.5604403593067644,1.64980500427725,1.12828904827129,873802
2024,398957,398965,1.0265598864921968,0.5604403593067644,1.8317022845428157,1.12828904827129,873802
2026,399394,399397,0.9187626027608348,0.5308437926904698,1.7307588699573566,6.199471682958859,873806
2026,399405,399408,0.9287965543521541,0.5308437926904698,1.749660761115327,6.199471682958859,873806
2026,399394,399408,1.1098625345160003,0.5308437926904698,2.0907516482219677,6.199471682958859,873806
2027,400151,401580,0.969650149389417,0.6028913520749702,1.6083331533155578,9.833641985544716,873810
2027,400148,401577,0.9913599009364342,0.6028913520749702,1.6443425461726602,9.833641985544716,873810
2027,400148,401580,1.0139745215527494,0.6028913520749702,1.6818528215124582,9.833641985544716,873810
2030,401814,401849,0.8166509587158065,0.5119628398354599,1.59513717631981,2.995433749692033,873814
2030,401813,401848,0.875456050777943,0.5119628398354599,1.709999208261495,2.995433749692033,873814
2030,401814,401848,0.949653272229605,0.5119628398354599,1.8549261749833539,2.995433749692033,873814
2031,401820,401833,0.9031530687873841,0.5222084503310342,1.7294876561550554,5.796661269908495,873818
2031,401824,401836,0.9684697707901415,0.5222084503310342,1.8545654904209552,5.796661269908495,873818
2031,401820,401836,1.1852975213391461,0.5222084503310342,2.269778515816379,5.796661269908495,873818
2032,401845,401857,0.961314920743682,0.5852719454534596,1.6425098250675079,2.7894166301450176,873822
2032,401846,401858,0.9737249299496239,0.5852719454534596,1.6637136591182358,2.7894166301450176,873822
2032,401846,401857,1.090728624045344,0.5852719454534596,1.8636270412726932,2.7894166301450176,873822
2033,401890,401919,0.31104538842289986,0.513848801964789,0.6053247321655018,9.591223019068906,873826
2037,402965,403017,0.9085016278889714,0.6136233672480471,1.4805525284400138,6.63946527209668,873828
2037,402965,403019,1.0120577067999819,0.6136233672480471,1.649314157214737,6.63946527209668,873828
2037,403017,403019,1.0500802614611957,0.6136233672480471,1.7112781512388495,6.63946527209668,873828
2040,403325,432994,0.8070217380854705,0.5739439760104709,1.4060984552798015,11.843532613714913,873832
2040,403330,432997,0.9191420026117673,0.5739439760104709,1.6014489933334517,11.843532613714913,873832
2040,403325,432997,1.0527456396341766,0.5739439760104709,1.8342306629854244,11.843532613714913,873832
2043,403796,403802,0.8674340608490786,0.5274491093989031,1.6445834212093609,8.311737110788403,873836
